inr;iso;nam;plz;ort;gemeindekennzahl;sbi;isil;tvw;tel;fax;ema;url;opa;text;oef;typ_text;utr_text;gro_text;leitung
HN375;NULL;Stadtbücherei;Stadtparkinsel;Grevenbroich;51620008008;778;NULL;-2181;6 08-643 und 644;608-636;Ursula.Goethling@grevenbroich.de;NULL;NULL;aktiv;Di 10.00-18.00   Mi 12:30-14:30   Do 10.00-19.00   Sa 10.00-14.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HN387;DEU;Gemeindebücherei Drevenack;Buschweg 5;Hünxe;51700016016;NULL;NULL;-2858;64 84;(02858) 8 22 47;ottopankokschule@t-online.de;NULL;NULL;aktiv;do: 16.00 - 18.00 Uhr;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HN405;NULL;Gemeindebücherei Klosterreichenbach;Murgtalstr. 149;Baiersbronn;82370004004;NULL;NULL;-7442;845614;8421-402;NULL;NULL;NULL;aktiv;Mo 15.00-18.00;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HN430;NULL;Fahrbücherei des Landkreises Rastatt;Am Schlossplatz 5;Rastatt;82165005043;NULL;NULL;-7222;3 81-3560;381-3598;buecherbus@landkreis-rastatt.de;NULL;NULL;aktiv;Mo 14:00-18:30. Di 13:40-18:15. Mi 14:00-18:30. Do 13:45-18:30. Fr 14:30-18:00 Uhr;NULL;Kreis/Bezirk;10.001 - 30.000;hauptamtlich
HN454;NULL;Stadtbücherei;Fikentscherstr. 24 (Egerland-Kulturhaus);Marktredwitz;94790136136;935;DE-935;-9231;50 12 72;(09231) 50 12 77;stadtbuecherei@marktredwitz.de;http://www.marktredwitz.de;NULL;aktiv;Mo. Mi und Fr 9.30-11.00 und 13.30-18.00. Di 9.30-11.00 und 13.30-19.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HN466;DEU;Gemeindebücherei;Salzstraße 14;Bad Sassendorf;59740008008;NULL;NULL;-2921;785660 und 5 05-11;über (02921) 5 05-59;buecherei-badsassendorf@t-online.de ;NULL;NULL;aktiv;Di 15-17 Uhr. Do 16-18 Uhr;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HN478;DEU;Stadtbibliothek Bergkamen;Am Stadtmarkt 1;Bergkamen;59780004004;763;NULL;-2307;98 35 00;(02307) 98 35 020;wvogelmann@bergkamen.de;www.bergkamen.de;NULL;aktiv;Di und Fr 10.00-13.00 und 15.00-18.00. Mi 15.00-18.00.  Do 9.00-13.00 und 15.00-18.00. Sa 10.00-12.30;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HN521;NULL;Stadtbücherei;Alleestr. 21;Kelheim;92730137137;NULL;NULL;-9441;10441;(09441) 642911;stadtbuecherei.kelheim@t-online.de;www.kelheim.de;NULL;aktiv;Mo, Di, Do 15.00-18.00. Mi 10.00-13.00, Fr 10.00-14.30;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HN533;DEU;Georg-Büchner-Bücherei;Rathausplatz 1;Riedstadt;64330011011;NULL;NULL;-6158;915513;NULL;buecherei@riedstadt.de;NULL;NULL;aktiv;Mo 16.00-18.00. Mi 10.00-12.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HN545;DEU;Stadtbibliothek;Hospitalgasse 4;Mosbach;82255005058;2135;DE-2135;-6261;89 39 38;NULL;stadtbibliothek@mosbach.de;www.mosbach.de;www.bibliotheken.bw-online.de/wwwopac-mosbach/index.asp;aktiv;Di und Do 10.00 - 12.00 und 14.00 - 19.00. Mi 10.00 - 15.00. Fr 10.00 - 12.00 und 14.00 - 17.00. Sa.: 10.00 - 12.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HN557;NULL;Gläserne Bücherei;Badstraße 1;Freiamt;83165003054;NULL;NULL;-7645;9103-0;9103-99;info@freiamt.de;www.freiamt.de/buecherei;NULL;aktiv;Di-Fr 9-12, Di,Do 14:30-17, Fr.18:30-20:30;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HN582;NULL;Gemeindebücherei;Maingasse 5;Randersacker;96790175175;NULL;NULL;-931;70 53-41;(0931) 70 53-20;buecherei1@randersacker.info;www.randersacker.info;NULL;aktiv;Die. 10,00-11.30, Mit. u. Do. 16.00-19.00;NULL;Kommune/Gemeinde;10.001 - 30.000;neben-/ehrenamtlich
HN594;NULL;Öffentliche Bücherei;Rathausstr. 5;Alpen;51700004004;931;NULL;-2802;807062;NULL;andre.emmerichs@alpen.de;http://www.musikundliteraturkreis-alpen.de/buecherei.html;NULL;aktiv;Montag 15.00 Uhr - 18.00 Uhr, Dienstag 15.00 Uhr - 17.00 Uhr, Donnerstag 15.00 Uhr - 17.00 Uhr, Freitag 10.00 Uhr - 12.00 Uhr & 15.00 Uhr - 17.00 Uhr;NULL;Körperschaft/Stiftung des priv. Rechts;10.001 - 30.000;neben-/ehrenamtlich
HN600;NULL;Stadtbücherei;Hauptstraße 38;Burscheid;53780008008;1086;NULL;-2174;6 18 88 und 6 19 60;(02174) 78 53 52;buecherei@burscheid.de;http://www.burscheid.de;http://www.burscheid.de/deutsch/stadtinfo/stadtbuecherei/katalog-benutzerkonto.html;aktiv;Mo, Di , Do,  Fr 15.00-18.00, Di u. Do 10.00-12.00 und 1. und 3. Sa 10.00-12.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HN636;NULL;Stadtbücherei;Zanderstr. 3;Bad Nauheim;64400002002;NULL;NULL;-6032;3 15 45;(06032) 91 84 08;Stadtbuecherei_Bad_Nauheim@t-online.de;NULL;NULL;aktiv;Mo, Di und Fr 10.00 - 12.00 und 15.00-18.00. Mi 10.00-18.00. Do 10.00-12.00 und15.00-19.00.Sa 10.00-12.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HN648;NULL;Volksbücherei Griedel;Hauptstr. 30 (Bürgerhaus);Butzbach;64400005005;NULL;NULL;-6033;6 06 31;NULL;NULL;NULL;NULL;aufgegangen/übernommen;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HN661;NULL;Stadtbücherei;Gutenbergstr. 16 (Bürgerhaus);Butzbach;64400005005;HN 661;NULL;-6033;1 66 54;NULL;buecherei@stadt-butzbach.de;NULL;NULL;aktiv;Mo 10.00-12.00. Mi-Do 17.00-19.00. Fr 14.00-16.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HN673;NULL;Stadtteilbücherei Bodenrod;Dorfgemeinschaftshaus;Butzbach;64400005005;NULL;NULL;-6085;16 77;NULL;dieoffi@aol.com;NULL;NULL;aufgegangen/übernommen;NULL;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
HN685;NULL;Stadtbücherei;Mauerstr. 17;Michelstadt;64370011011;NULL;NULL;-6061;1 24 91;(06061) 74-174;NULL;NULL;NULL;aktiv;Di-Mi 14.00-18.00;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HN697;DEU;Stadtbücherei Seligenstadt;Klosterhof 5-6;Seligenstadt;64380013013;NULL;NULL;-6182;20 00 74;(06182) 2 94 77;buecherei@seligenstadt.de;www.seligenstadt.de;NULL;aktiv;Mo und Fr 16.00-18.30. Mi 9.30-11.00 und 17.00-19.30;NULL;Kommune/Gemeinde;30.001 - 100.000;neben-/ehrenamtlich
HN703;NULL;Stadtbücherei;Markt 9;Isselburg;55540032032;NULL;NULL;-2874;37 30;NULL;NULL;NULL;NULL;aktiv;Mi und Fr 15.00-18.00;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HN739;NULL;Stadtbibliothek;Oberer Marktplatz 1;Buchen;82250014014;NULL;NULL;-6281;55 63 41;(06281) 55 63 43;NULL;NULL;NULL;aktiv;Di-Mi 14:00-18:00. Do 14:00-19:00. Fr 10:00-13:30 Uhr;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HN740;NULL;Gemeindebibliothek;Hauptstrasse 45;Ispringen;82360030030;NULL;NULL;-7231;800-311;NULL;NULL;NULL;NULL;aktiv;Mi 15.00-19.00, Sa 10.00-12.00;NULL;Kommune/Gemeinde;5.001 - 10.000;hauptamtlich
HN752;NULL;Gemeindebücherei;Sportallee 3 (Waldschule);Steyerberg;32560030030;NULL;NULL;-5764;24 90;(05764) 96 06-29;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HN776;NULL;Stadtbücherei;Kattwinkelstr. 3;Wermelskirchen;53780032032;921;NULL;-2196;710410. 710411;(02196) 710415;buecherei@wermelskirchen.de;http://www.wermelskirchen.de;https://opac.wermelskirchen.de;aktiv;Mo 10-12. 14.30-18.00. Di + Fr 14.30-18.00. Do 10-12.14.30-19.00 Sa (1+3 im Monat) 10-12 Uhr;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HN788;NULL;Kreisbibliothek des Märkischen Kreises;Bismarckstr. 15;Altena/Westfalen;59620004004;458;NULL;-2352;9 66-7059 und 7058;(02352) 70 68;bibliotheken@maerkischer-kreis.de;http://www.maerkischer-kreis.de/kultur/buecherbus/index.php;;geschlossen/aufgelöst;NULL;NULL;Kreis/Bezirk;30.001 - 100.000;hauptamtlich
HN843;NULL;Gemeindebibliothek;Rudolf-von-Hirsch-Str. 1;Krailling;91880127127;NULL;NULL;-89;8 57 06 39 und 8 57 06 40;(089) 8 57 66 56 und 8 57 06 44;bibliothek@krailling.de;NULL;NULL;aktiv;Mo 14.00-17.00. Mi 10.00-12.00 und 14.00-17.00. Do-Fr 10.00-12.00 und 14.00-18.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HN855;NULL;Gemeindebücherei;Obinger Str. 5 (Schule);Eggstätt;91870125125;NULL;NULL;-8056;4 82;(;buecherei@eggstaett.de;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HN909;DEU;Gemeindebücherei;Niedergasse 4;Rielasingen-Worblingen;83355005100;NULL;NULL;-7731;53622;NULL;NULL;NULL;NULL;aktiv;Di 17.00-19.00. Mi, 10.00-12.00. Do. 15.00-17.00. Fr 15.00-18.00. Sa. 10.00-13.00.;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HN910;NULL;Stadtbücherei;Große Nübelstr. 21;Glückstadt;10610029029;NULL;NULL;-4124;16 20;NULL;buecherei@glueckstadt.de;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HN946;NULL;Stadtbücherei;Martin-Luther-Str. 4;Freilassing;91720118118;1295;DE-1295;-8654;49 41 73;NULL;buecherei-freilassing@freenet.de;http://www.freilassing.de/modules/sites.php?site_nr=030600;NULL;aktiv;Mo-Di und Do 16.00-18.00. Mi 14.00-17.00. Fr 10.00-12.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HN958;NULL;Medien Center Wölfersheim;Biederichstraße 6a;Wölfersheim;64400024024;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HN995;NULL;Stadt- und Schulbücherei Haiterbach;Hohenrainstr. 37-43 (Burgschule);Haiterbach;82355007032;NULL;NULL;-7456;93 96-24;NULL;NULL;NULL;NULL;aktiv;Mo 15.30-18.00, Do 9.00-11.30, 15.30-18.00;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HP021;NULL;Gemeindebibliothek Feldrennach;Hubertusstr. 2;Straubenhardt;82360072072;NULL;NULL;-7082;94 07 75;NULL;NULL;NULL;NULL;aktiv;Do 15.00-18.00;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HP033;DEU;Stadtbücherei im Luitpoldbau;Hindenburgring Süd 3;Kitzingen;96750141141;870;DE-870;-9321;92 06 83;(09321) 57 01;buecherei@stadt-kitzingen.de;www.Kitzingen.info/stadtbücherei.o.html;NULL;aktiv;Mo. 12.00-17,00, Di. u. Fr. 10.00-12.30 u. 14.00-18.00,  Do 12.00-19.00. Sa 10.00-13.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HP069;DEU;Stadtbibliothek;Weiherstr. 7;Neumarkt;93730147147;866;DE-866;-9181;400030;(09181) 4 000321;stadtbibliothek@neumarkt.de;www.stadtbibliothek.neumarkt.de;http://www.neumarkt.de/buch;aktiv;Di-Fr 10.00-18.00, Sa 10.00-12.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HP070;NULL;Stadtbibliothek;Kirchstr. 4;Syke;32510041041;966;DE-966;-4242;1 64 415;(04242) 164164;Bibliothek@Syke.de;NULL;NULL;aktiv;Mo 10.00-19.00. Di und Do 10.00-17.00. Mi 14.00-17.00. Fr 10.00-13.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HP082;DEU;Gemeindebücherei;Dörfergemeinschaftshaus;Schnega;33545407022;NULL;NULL;-5842;2 46;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HP094;NULL;Gemeinde- und Schulbücherei;Schulstr. 11;Waldachtal;82375001074;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;aktiv;Mo 16.00-19.00, Mi 16.00-17.30;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HP161;NULL;Gemeindebücherei Willmandingen;Rathausstr. 13;Sonnenbühl;84150091091;NULL;NULL;-7128;24 47;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HP185;NULL;Gemeindebücherei Arche;Am Dorfpl. 5;Zimmern ob Rottweil;83255003069;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;NULL;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
HP197;NULL;Stadtbücherei Kalebskelter;Christophstr. 7;Metzingen;84155002050;NULL;NULL;-7123;200788;(07123) 200689;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HP215;NULL;Stadtbibliothek Hallwangen;Silberwaldstr. 1 / Rathaus Hallwangen;Dornstetten-Hallwangen;82375001019;NULL;NULL;-7443;9620-0;NULL;NULL;NULL;NULL;aktiv;Mi 17:00-19:00 Uhr;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HP227;NULL;Gemeindebücherei;Im Kugelwörth (Mehrzweckhalle);Dusslingen;84165001011;NULL;NULL;-7072;38 89;über (07072) 92 00-50;NULL;NULL;NULL;aktiv;Di 15.30-18.30. Do 16.30-19.30;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HP239;DEU;Gemeindebücherei Gräfenhausen;Rathausplatz 1 (Rathaus);Birkenfeld;82360004004;NULL;NULL;-7082;30 23;NULL;NULL;NULL;NULL;aktiv;Di 17.00-19.00. Do 15.00-19.00;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HP240;NULL;Stadtbücherei;Hauptstr. 20;Alpirsbach;82370002002;NULL;NULL;-7444;9516 - 288;9516 - 284;NULL;http://www.stadt-alpirsbach.de/de/Die-Stadt/Stadtbücherei;http://alpirsbach-opac.customer.findus-internet-opac.de/cgi-bin/findus.fcgi.pl?customer=alpirsbach;aktiv; Mi 9.00-11.00 u. 15.00-18.00, Fr 15.00-19.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HP276;DEU;Stadtbücherei;Schwarzwald Straße 2;Todtnau;83360087087;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Mi 17.45-19.30;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HP288;NULL;Stadtbibliothek;Hauptstraße 7;Schopfheim;83365007081;NULL;NULL;-7622;5190;673806;Stadtbibliothek.Schopfheim@t-online.de;http://www.schopfheim.de/ceasy/modules/cms/main.php5?cPageId=70;http://wwwopac.rz-as.de/schopfheim/index.asp?DB=hopf;aktiv;Mo und Sa 10.00-13.00. Di-Fr 10.00-13.00 und 15.00-19.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HP318;DEU;Gemeindebücherei. Zweigstelle Wiesenbach;Struthweg 4 (Dorfgemeinschaftshaus);Breidenbach;65340005005;NULL;NULL;-6465;68-0;(06465) 68-30;NULL;NULL;NULL;keine Beteiligung an DBS;Do 18.00-19.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
HP380;DEU;Gemeindebücherei. Zweigstelle Oberdieten;Dietestr. 23 (Dorfgemeinschaftshaus);Breidenbach;65340005005;NULL;NULL;-6465;68-0;(06465) 68-30;NULL;NULL;NULL;keine Beteiligung an DBS;Fr 16.00-17.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
HP409;NULL;Gemeindebücherei Günterod;Denkmalstr. 15;Bad Endbach;65340003003;NULL;NULL;-2776;3 54;NULL;NULL;NULL;NULL;geschlossen/aufgelöst;Di 14.00-16.00;NULL;Kommune/Gemeinde;bis 1.000;neben-/ehrenamtlich
HP422;NULL;Gemeindebücherei;Oberriedstr. 3;Ranstadt;64400020020;NULL;NULL;-6041;10 83;NULL;NULL;NULL;NULL;aktiv;Mo 15.00-16.30. Do 17.00-18.30;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HP434;DEU;Stadtbücherei;Schloßstr. 3;Ortenberg;64400019019;NULL;NULL;6046;80 00-0;06046 80 00-80;marion.meuser@gmx.de;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HP483;NULL;Ev. Öffentliche Bücherei Im Mühleck;Karl-Birx-Str. 6 a (Ev. Gemeindezentrum);Hirzenhain;64400011011;NULL;NULL;-6045;59 81;(06045) 13 76;NULL;NULL;NULL;aktiv;Mo 17.00-19.00. Fr 15.00-17.00;NULL;Ev. Kirche;2.001 - 3.000;neben-/ehrenamtlich
HP513;DEU;Stadtbücherei Büdingen;Eberhard-Bauner-Allee 16 (Bürgerhaus);Büdingen;64400004004;1400;DE-1400;-6042;884-188;8 84-258;stadtbuecherei@stadt-buedingen.de;http://www.stadtbuecherei-buedingen.de;NULL;aktiv;Di und Fr 14.00-18.00, Do 10.00 - 18.00, Sa 10.00 - 13.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HP525;DEU;Stadtbücherei;Marktpl. 2;Babenhausen/Hessen;64320002002;NULL;NULL;-6073;6 02 43;NULL;NULL;NULL;NULL;aktiv;Di und Do 16.00-19.00;NULL;Kommune/Gemeinde;5.001 - 10.000;hauptamtlich
HP537;NULL;Stadtbücherei;Hauptstraße 40 (Medienschiff);Weiterstadt;64320023023;NULL;NULL;-6150;4 00-15 50;4 00-15 59;stadtbuecherei@weiterstadt.de;NULL;NULL;aktiv;Mo 14-18 , Di 10-12, 14-18 , Mi 10-12 , Do 10-12, 14-19 , Fr 12-17;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HP549;NULL;Volksbücherei Traisa;Ludwigstr. 84;Mühltal;64320014014;NULL;NULL;-6151;14 17-60;(06151) 14 17-38;NULL;NULL;NULL;aktiv;Mi 16.00-18.00;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
HP562;NULL;Städtische Bücherei;Borngasse 7;Pfungstadt;64320018018;NULL;NULL;-6157;988-1500;(06157) 988-1313;buecherei@pfungstadt.de;NULL;NULL;aktiv;Mo und Mi  14.00-18.00 Do 16.00-20.00  Fr 10.00-14.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HP586;DEU;Gemeindebücherei Hähnlein;Gernsheimer Str. 36 (Bürgermeisterei);Alsbach-Hähnlein;64320001001;NULL;NULL;-6257;94 45 52;944553;kalis@alsbach-haehnlein.de;NULL;NULL;aufgegangen/übernommen;Dienstag: 9.00-10.30 und 16.00-18.00 Uhr, Freitag: 16.30-18.30 Uhr;NULL;Kommune/Gemeinde;5.001 - 10.000;hauptamtlich
HP604;NULL;Ortsteilbücherei Brandau;Odenwaldstr. 32;Modautal;64320013013;NULL;NULL;-6254;93 02-0;(06254) 93 02-50;NULL;NULL;NULL;aktiv;Mi 17.30-18.30;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HP616;DEU;Gemeindebücherei;Darmstädter Str. 7;Bickenbach/Bergstraße;64320003003;NULL;NULL;-6257;93 30-19;(06257) 93 30-18;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HP628;NULL;Gemeinde Breitscheid    Ortsteilbücherei Erdbach;Rathausstr. 14;Breitscheid;65320004004;NULL;NULL;-2777;91 33-24;9133424;kultur@gemeinde-breitscheid.de;www.gemeinde-breitscheid.de;NULL;aktiv;Mi 15.30-17.00;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HP641;NULL;Gemeindebücherei;Nassauer Str. 11;Eschenburg;65320009009;NULL;NULL;-2774;9 15-400;(02774) 9 15-310;s.pfeifer@eschenburg.de;NULL;NULL;aktiv;Mo und Do 16.00-18.00. Mi 9.30-11.30;NULL;Kommune/Gemeinde;3.001 - 5.000;neben-/ehrenamtlich
HP665;NULL;Öffentliche Bücherei Urberach;Konrad-Adenauer-Str. 6/8;Rödermark;64380012012;NULL;NULL;-6074;911-848;(06074) 911-888;stabue@roedermark.de;www.stadtbuecherei.info;NULL;aktiv;Mo 15.00-19.00. Do 10.00-12.00 und 15.00-19.00;NULL;Kommune/Gemeinde;5.001 - 10.000;hauptamtlich
HP690;NULL;Stadtbücherei;Kirchstr. 24 (Hofgut);Reinheim;64320019019;NULL;NULL;-6162;8 05-66;(06162) 8 05-64;stadtbuecherei@reinheim.de;www.reinheim.de;http://www.datronic.de/cgi-bin/findus.fcgi.pl?customer=reinheim;aktiv;19;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HP720;NULL;Stadtbibliothek Dieburg;Goethestr. 6;Dieburg;64320004004;NULL;NULL;-6071;8 11 58;(06071) 2 00-2100;stadtbibliothek@dieburg.de;NULL;NULL;aktiv;Mo 13.30-15.30. Di 9.00-11.00 und 14.00-17.30. Mi 12.00-14.00 und 15.30-18.30. jeden 2. Fr 16.00-18.00. jeden 2. Sa 10.00-12.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HP732;NULL;Stadtbücherei;Schloßpl.;Bad König;64370001001;NULL;NULL;-6063;50 09-0;NULL;NULL;NULL;NULL;keine Beteiligung an DBS;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HP756;NULL;Volksbücherei;Marktstr. 15 (Bürgerhaus);Beerfelden;64370002002;NULL;NULL;-6068;93 03-0;(06068) 9303-40;stadtverwaltung@beerfelden.de;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HP768;NULL;Gemeindebücherei;Jordanstr. 2;Sinn;65320020020;NULL;NULL;-2772;50 07-20;(02772) 50 07-33;NULL;NULL;NULL;keine Beteiligung an DBS;NULL;NULL;Kommune/Gemeinde;5.001 - 10.000;neben-/ehrenamtlich
HQ001;NULL;Stadtbbibliothek Sundern;Settmeckestr. 3;Sundern;59580044044;804;NULL;-2933;6369;NULL;buecherei@stadt-sundern.de;www.bibliothek-sundern.de;www.sundern.internetopac.de;aktiv;Mo - Do  13.30 Uhr - 18.00 Uhr , Do  zusätzlich 9.00 Uhr - 11.00 Uhr;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HQ049;NULL;Stadtbücherei Warstein-Belecke;Wilkestr. 1 d;Warstein;59740044044;NULL;NULL;-2902;23 02;NULL;a.krueger@warstein.de , stadtbuecherei@warstein.de;NULL;NULL;aktiv;Di, Mi, 15.00-19.00 Uhr, Do. 14.00-19.00 Uhr, Fr. 15.00-18.00 Uhr, Mi. 9.00-12.00 Uhr, So. 10.30-12.30 Uhr;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HQ050;NULL;Gemeindebücherei;Im Kirchwinkel;Otterfing;91820127127;NULL;NULL;-8024;13 21;NULL;NULL;NULL;NULL;aktiv;NULL;NULL;Kath. Kirche;3.001 - 5.000;neben-/ehrenamtlich
HQ062;NULL;Stadtbücherei;Adalbert-Stifter-Str. 13;Geretsried;91730126126;NULL;NULL;-8171;9 04 93;(08171) 9 04 95;buecherei@geretsried.de;buecherei.geretsried.de;NULL;aktiv;Di + Mi + Fr 12.00-18.00. , Do 12.00-19.00. , Sa 9.00-12.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HQ074;NULL;Gemeindebücherei;Am Richteranger 10;Dietramszell;91730118118;NULL;NULL;-8027;92 01;NULL;NULL;NULL;NULL;aktiv;Di und Do 8.15-11.15. Mi 17.00-18.30. So 10.00-11.30;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HQ086;NULL;Stadtbücherei;Unterer Graben 3;Weilheim/Oberbayern;91900157157;NULL;NULL;-881;6 94 70;417100;Stadtbuecherei_Weilheim@t-online.de;NULL;NULL;aktiv;Mo und Mi 14.00-18.00. Di und Fr 10.00-18.00. Do 14.00-20.00;NULL;Kommune/Gemeinde;30.001 - 100.000;hauptamtlich
HQ098;NULL;Gemeindliche Volksbücherei;Hauptstr. 2 (Rathaus);Uffing;91800134134;NULL;NULL;-8846;9 20-20;(08846) 9 20-25;NULL;NULL;NULL;aktiv;Mo 15.45-17.15;NULL;Kommune/Gemeinde;2.001 - 3.000;neben-/ehrenamtlich
HQ104;NULL;Stadtbücherei;Karlstr. 20 b;Penzberg;91900141141;1309;DE-1309;-8856;81 37 50;NULL;buecherei@penzberg.de;http://www.penzberg.de;NULL;aktiv;Mo 9.00-12.00 und 14.00-17.00. Di und Do 14.00-19.00. Mi 9.00-12.00. Fr 9.00-13.00 und 14.00-17.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HQ116;NULL;Bücherei;Schongauer Str. 2;Peißenberg;91900139139;NULL;NULL;-8803;57 30;über (08803) 6 90-500;NULL;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HQ128;NULL;Gemeinde- und Kurbücherei;Kohlgruberstr. 1 (Kurgästehaus);Murnau;91800124124;1306;DE-1306;-8841;47 62 30;(08841) 61 41 99;buecherei@murnau.de    angela.glanz@murnau.de;NULL;NULL;aktiv;NULL;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
HQ141;NULL;Gemeindebücherei;Hofmark 9 (Rathaus);Iffeldorf;91905179132;NULL;NULL;-8856;928653;(08856) 8 22 22;gemeinde@iffeldorf.de;NULL;NULL;aktiv;Di 9.00-11.00, Do 17.00-19.00;NULL;Kommune/Gemeinde;1.001 - 2.000;neben-/ehrenamtlich
HQ189;DEU;Stadtbücherei;Haywards-Heath-Weg 1 (Kulturzentrum);Traunstein;91890155155;848;DE-848;-861;16 44 80;(0861) 16 44 82;info@stadtbuecherei-traunstein.de, anette.hagenau@stadtbuecherei-traunstein.de;www.traunstein.de/stadtbuecherei.htm;NULL;aktiv;Di+Do 10.00-18.00. Mi + Fr 12.00-18.00. Sa 10.00-13.00;NULL;Kommune/Gemeinde;10.001 - 30.000;hauptamtlich
